24.143; 0.278
26.187; 0.685
28.273; 1.363
30.372; 2.215
32.467; 3.031
34.698; 4.124
36.733; 5.225
38.984; 6.340
41.045; 7.758
46.620; 11.582
52.098; 16.256

